sample_category	sample_name	Run	filename
Pre.Tumor.SP	LOH.Pre.Tumor4.SP.sc55	SRR14112726	msns04257.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor4.SP.sc56	SRR14112725	msns04258.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor4.SP.sc57	SRR14112724	msns04259.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor4.SP.sc58	SRR14112723	msns04261.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor4.SP.sc59	SRR14112722	msns04262.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor4.SP.sc6	SRR14113103	msns05651.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor4.SP.sc60	SRR14112719	msns04229.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor4.SP.sc61	SRR14113201	msns04263.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor4.SP.sc62	SRR14113200	msns04264.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor4.SP.sc63	SRR14113199	msns04265.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor4.SP.sc64	SRR14113198	msns04266.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor4.SP.sc65	SRR14113197	msns04267.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor4.SP.sc66	SRR14113196	msns04268.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor4.SP.sc67	SRR14113195	msns04269.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor4.SP.sc68	SRR14113194	msns04270.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor4.SP.sc69	SRR14113193	msns04271.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor4.SP.sc7	SRR14113102	msns05655.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor4.SP.sc70	SRR14113191	msns04276.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor4.SP.sc71	SRR14113190	msns04230.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor4.SP.sc72	SRR14113189	msns04277.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor4.SP.sc73	SRR14113188	msns04279.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor4.SP.sc74	SRR14113187	msns04280.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor4.SP.sc75	SRR14113186	msns04281.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor4.SP.sc76	SRR14113185	msns04282.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor4.SP.sc77	SRR14113184	msns04284.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor4.SP.sc78	SRR14113183	msns04285.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor4.SP.sc79	SRR14113182	msns04286.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor4.SP.sc8	SRR14113101	msns05656.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor4.SP.sc80	SRR14113180	msns04287.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor4.SP.sc81	SRR14113179	msns04288.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor4.SP.sc82	SRR14113178	msns04231.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor4.SP.sc83	SRR14113177	msns04290.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor4.SP.sc84	SRR14113176	msns04292.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor4.SP.sc85	SRR14113175	msns04293.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor4.SP.sc86	SRR14113174	msns04294.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor4.SP.sc87	SRR14113173	msns04296.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor4.SP.sc88	SRR14113172	msns04297.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor4.SP.sc89	SRR14113171	msns04298.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor4.SP.sc9	SRR14113100	msns05657.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor4.SP.sc90	SRR14113268	msns04299.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor4.SP.sc91	SRR14113267	msns04300.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor4.SP.sc92	SRR14113266	msns04301.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor4.SP.sc93	SRR14113265	msns04232.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor4.SP.sc94	SRR14113264	msns04302.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor4.SP.sc95	SRR14113263	msns04303.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor4.SP.sc96	SRR14113262	msns04304.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor4.SP.sc97	SRR14113261	msns04305.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor4.SP.sc98	SRR14113260	msns04306.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor4.SP.sc99	SRR14113259	msns04307.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor5.SP.sc1	SRR14112786	msns03593.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor5.SP.sc10	SRR14113163	msns03612.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor5.SP.sc11	SRR14113162	msns03613.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor5.SP.sc12	SRR14113161	msns03594.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor5.SP.sc13	SRR14113160	msns03614.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor5.SP.sc14	SRR14113159	msns03615.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor5.SP.sc15	SRR14113158	msns03617.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor5.SP.sc16	SRR14113155	msns03618.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor5.SP.sc17	SRR14113154	msns03619.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor5.SP.sc18	SRR14113153	msns03620.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor5.SP.sc19	SRR14113152	msns03621.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor5.SP.sc2	SRR14112785	msns03603.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor5.SP.sc20	SRR14113151	msns03623.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor5.SP.sc21	SRR14113150	msns03624.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor5.SP.sc22	SRR14113149	msns03625.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor5.SP.sc23	SRR14113148	msns03595.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor5.SP.sc24	SRR14113147	msns03626.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor5.SP.sc25	SRR14113146	msns03627.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor5.SP.sc26	SRR14113144	msns03628.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor5.SP.sc27	SRR14113143	msns03629.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor5.SP.sc28	SRR14113142	msns03630.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor5.SP.sc29	SRR14113141	msns03631.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor5.SP.sc3	SRR14112784	msns03604.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor5.SP.sc30	SRR14113140	msns03632.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor5.SP.sc31	SRR14113139	msns03633.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor5.SP.sc32	SRR14113138	msns03634.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor5.SP.sc33	SRR14113396	msns03635.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor5.SP.sc34	SRR14113395	msns03596.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor5.SP.sc35	SRR14113394	msns03636.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor5.SP.sc36	SRR14113392	msns03637.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor5.SP.sc37	SRR14113391	msns03638.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor5.SP.sc38	SRR14113390	msns03639.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor5.SP.sc39	SRR14113389	msns03640.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor5.SP.sc4	SRR14112783	msns03605.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor5.SP.sc40	SRR14113388	msns03641.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor5.SP.sc41	SRR14113387	msns03642.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor5.SP.sc42	SRR14113386	msns03643.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor5.SP.sc43	SRR14113385	msns03644.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor5.SP.sc44	SRR14113384	msns03646.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor5.SP.sc45	SRR14113383	msns03597.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor5.SP.sc46	SRR14113381	msns03647.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor5.SP.sc47	SRR14113380	msns03598.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor5.SP.sc48	SRR14113379	msns03600.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor5.SP.sc49	SRR14113378	msns03601.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor5.SP.sc5	SRR14113169	msns03606.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor5.SP.sc50	SRR14113377	msns03602.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor5.SP.sc6	SRR14113167	msns03607.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor5.SP.sc7	SRR14113166	msns03609.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor5.SP.sc8	SRR14113165	msns03610.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor5.SP.sc9	SRR14113164	msns03611.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor6.SP.sc1	SRR14113376	msns06957.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor6.SP.sc10	SRR14113366	msns07090.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor6.SP.sc100	SRR14112844	msns07001.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor6.SP.sc101	SRR14112843	msns07002.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor6.SP.sc102	SRR14112842	msns07003.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor6.SP.sc103	SRR14112841	msns06961.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor6.SP.sc104	SRR14112840	msns07004.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor6.SP.sc105	SRR14112839	msns07005.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor6.SP.sc106	SRR14112837	msns07006.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor6.SP.sc107	SRR14112836	msns07007.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor6.SP.sc108	SRR14112835	msns07008.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor6.SP.sc109	SRR14112834	msns07009.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor6.SP.sc11	SRR14113365	msns07092.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor6.SP.sc110	SRR14112833	msns07010.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor6.SP.sc111	SRR14112832	msns07013.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor6.SP.sc112	SRR14112831	msns07014.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor6.SP.sc113	SRR14112830	msns07016.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor6.SP.sc114	SRR14112829	msns06963.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor6.SP.sc115	SRR14112828	msns07017.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor6.SP.sc116	SRR14112826	msns07018.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor6.SP.sc117	SRR14112825	msns07019.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor6.SP.sc118	SRR14112824	msns07020.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor6.SP.sc119	SRR14112823	msns07021.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor6.SP.sc12	SRR14112718	msns07093.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor6.SP.sc120	SRR14112822	msns07022.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor6.SP.sc121	SRR14112821	msns07024.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor6.SP.sc122	SRR14112820	msns07025.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor6.SP.sc123	SRR14112819	msns07026.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor6.SP.sc124	SRR14112818	msns07028.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor6.SP.sc125	SRR14112817	msns06964.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor6.SP.sc126	SRR14112815	msns07029.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor6.SP.sc127	SRR14113556	msns07030.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor6.SP.sc128	SRR14113555	msns07031.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor6.SP.sc129	SRR14113554	msns07032.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor6.SP.sc13	SRR14112717	msns06971.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor6.SP.sc130	SRR14113553	msns07033.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor6.SP.sc131	SRR14113552	msns07034.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor6.SP.sc132	SRR14113551	msns07035.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor6.SP.sc133	SRR14113550	msns07036.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor6.SP.sc134	SRR14113549	msns07037.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor6.SP.sc135	SRR14113548	msns07038.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor6.SP.sc136	SRR14113546	msns06965.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor6.SP.sc137	SRR14113545	msns07039.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor6.SP.sc138	SRR14113544	msns07040.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor6.SP.sc139	SRR14113543	msns07042.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor6.SP.sc14	SRR14112716	msns07094.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor6.SP.sc140	SRR14113542	msns07043.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor6.SP.sc141	SRR14113541	msns07044.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor6.SP.sc142	SRR14113540	msns07045.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor6.SP.sc143	SRR14113539	msns07046.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor6.SP.sc144	SRR14113538	msns07047.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor6.SP.sc145	SRR14113537	msns07048.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor6.SP.sc146	SRR14113535	msns07050.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor6.SP.sc147	SRR14113534	msns06966.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor6.SP.sc148	SRR14113533	msns07051.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor6.SP.sc149	SRR14113532	msns07052.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor6.SP.sc15	SRR14112715	msns07095.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor6.SP.sc150	SRR14113531	msns07054.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor6.SP.sc151	SRR14113530	msns07055.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor6.SP.sc152	SRR14113529	msns07056.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor6.SP.sc153	SRR14113528	msns07057.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor6.SP.sc154	SRR14113527	msns07059.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor6.SP.sc155	SRR14113526	msns07060.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor6.SP.sc156	SRR14113364	msns07065.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor6.SP.sc157	SRR14113363	msns07066.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor6.SP.sc158	SRR14113362	msns06968.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor6.SP.sc159	SRR14113361	msns07067.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor6.SP.sc16	SRR14112713	msns07096.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor6.SP.sc160	SRR14113360	msns07068.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor6.SP.sc161	SRR14113359	msns07071.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor6.SP.sc162	SRR14113358	msns07072.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor6.SP.sc163	SRR14113357	msns07073.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor6.SP.sc164	SRR14113356	msns07074.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor6.SP.sc165	SRR14113355	msns07075.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor6.SP.sc166	SRR14113352	msns07076.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor6.SP.sc167	SRR14113351	msns07078.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor6.SP.sc168	SRR14113350	msns07080.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor6.SP.sc17	SRR14112712	msns07097.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor6.SP.sc18	SRR14112711	msns07098.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor6.SP.sc19	SRR14112710	msns07099.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor6.SP.sc2	SRR14113375	msns06969.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor6.SP.sc20	SRR14112709	msns07100.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor6.SP.sc21	SRR14112708	msns07101.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor6.SP.sc22	SRR14112707	msns07102.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor6.SP.sc23	SRR14112706	msns07104.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor6.SP.sc24	SRR14113252	msns06972.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor6.SP.sc25	SRR14113251	msns07105.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor6.SP.sc26	SRR14113249	msns07106.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor6.SP.sc27	SRR14113248	msns07107.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor6.SP.sc28	SRR14113247	msns07108.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor6.SP.sc29	SRR14113246	msns07109.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor6.SP.sc3	SRR14113374	msns07081.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor6.SP.sc30	SRR14113245	msns07110.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor6.SP.sc31	SRR14113244	msns07111.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor6.SP.sc32	SRR14113243	msns07113.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor6.SP.sc33	SRR14113242	msns07114.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor6.SP.sc34	SRR14113241	msns07115.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor6.SP.sc35	SRR14113240	msns06973.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor6.SP.sc36	SRR14113238	msns07117.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor6.SP.sc37	SRR14113237	msns07118.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor6.SP.sc38	SRR14113236	msns07120.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor6.SP.sc39	SRR14113235	msns07121.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor6.SP.sc4	SRR14113373	msns07082.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor6.SP.sc40	SRR14113234	msns07122.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor6.SP.sc41	SRR14113332	msns07123.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor6.SP.sc42	SRR14113331	msns07124.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor6.SP.sc43	SRR14113330	msns07125.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor6.SP.sc44	SRR14113329	msns07126.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor6.SP.sc45	SRR14113328	msns07127.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor6.SP.sc46	SRR14113326	msns06974.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor6.SP.sc47	SRR14113325	msns07128.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor6.SP.sc48	SRR14113324	msns07129.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor6.SP.sc49	SRR14113323	msns07130.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor6.SP.sc5	SRR14113372	msns07084.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor6.SP.sc50	SRR14113322	msns07131.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor6.SP.sc51	SRR14113321	msns07133.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor6.SP.sc52	SRR14113320	msns07134.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor6.SP.sc53	SRR14113319	msns07135.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor6.SP.sc54	SRR14113318	msns07140.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor6.SP.sc55	SRR14113317	msns07141.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor6.SP.sc56	SRR14113315	msns07143.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor6.SP.sc57	SRR14113314	msns06975.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor6.SP.sc58	SRR14113313	msns07144.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor6.SP.sc59	SRR14113312	msns07145.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor6.SP.sc6	SRR14113370	msns07085.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor6.SP.sc60	SRR14113311	msns07146.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor6.SP.sc61	SRR14113310	msns07147.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor6.SP.sc62	SRR14113309	msns08068.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor6.SP.sc63	SRR14113308	msns08069.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor6.SP.sc64	SRR14113307	msns08070.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor6.SP.sc65	SRR14113306	msns08071.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor6.SP.sc66	SRR14113303	msns08072.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor6.SP.sc67	SRR14113302	msns08073.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor6.SP.sc68	SRR14113301	msns06976.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor6.SP.sc69	SRR14113460	msns08074.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor6.SP.sc7	SRR14113369	msns07087.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor6.SP.sc70	SRR14113459	msns08075.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor6.SP.sc71	SRR14113458	msns08076.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor6.SP.sc72	SRR14113457	msns08077.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor6.SP.sc73	SRR14113456	msns08078.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor6.SP.sc74	SRR14113455	msns08079.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor6.SP.sc75	SRR14113454	msns08080.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor6.SP.sc76	SRR14113452	msns08081.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor6.SP.sc77	SRR14113451	msns08082.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor6.SP.sc78	SRR14113450	msns06977.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor6.SP.sc79	SRR14113449	msns06978.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor6.SP.sc8	SRR14113368	msns07088.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor6.SP.sc80	SRR14113448	msns06979.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor6.SP.sc81	SRR14113447	msns06958.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor6.SP.sc82	SRR14113446	msns06981.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor6.SP.sc83	SRR14113445	msns06982.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor6.SP.sc84	SRR14113444	msns06983.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor6.SP.sc85	SRR14113443	msns06984.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor6.SP.sc86	SRR14113441	msns06985.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor6.SP.sc87	SRR14113440	msns06986.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor6.SP.sc88	SRR14113439	msns06987.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor6.SP.sc89	SRR14113438	msns06988.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor6.SP.sc9	SRR14113367	msns07089.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor6.SP.sc90	SRR14113437	msns06989.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor6.SP.sc91	SRR14113436	msns06992.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor6.SP.sc92	SRR14113435	msns06959.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor6.SP.sc93	SRR14113434	msns06993.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor6.SP.sc94	SRR14113433	msns06994.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor6.SP.sc95	SRR14113432	msns06995.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor6.SP.sc96	SRR14113430	msns06996.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor6.SP.sc97	SRR14113429	msns06997.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor6.SP.sc98	SRR14112846	msns06999.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor6.SP.sc99	SRR14112845	msns07000.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor7.SP.sc1	SRR14113349	msns03507.fastq.gz
